#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_103077406.1	403833.Pmob_1355	3.72e-55	173.0	COG0762@1|root,COG0762@2|Bacteria,2GDIQ@200918|Thermotogae	200918|Thermotogae	S	YGGT family	-	-	-	ko:K02221	-	-	-	-	ko00000,ko02044	-	-	-	YGGT
WP_103077472.1	403833.Pmob_0254	3.41e-73	220.0	COG4401@1|root,COG4401@2|Bacteria,2GDH8@200918|Thermotogae	200918|Thermotogae	E	TIGRFAM monofunctional chorismate mutase, gram positive type, clade 1	-	-	5.4.99.5	ko:K06208	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R01715	RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	CM_1
WP_103077493.1	403833.Pmob_0281	1.23e-83	247.0	COG3862@1|root,COG3862@2|Bacteria,2GD7F@200918|Thermotogae	200918|Thermotogae	S	protein with conserved CXXC pairs	-	-	-	-	-	-	-	-	-	-	-	-	DUF1667
WP_103077568.1	403833.Pmob_1005	1.1e-138	392.0	COG0740@1|root,COG0740@2|Bacteria,2GC7E@200918|Thermotogae	200918|Thermotogae	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
WP_103077570.1	403833.Pmob_1007	3.13e-47	152.0	2EHMY@1|root,33BDN@2|Bacteria,2GDKY@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077574.1	403833.Pmob_1011	1.54e-47	152.0	COG0236@1|root,COG0236@2|Bacteria,2GDEZ@200918|Thermotogae	200918|Thermotogae	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	-	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
WP_103077582.1	403833.Pmob_1019	7.88e-137	387.0	COG0118@1|root,COG0118@2|Bacteria,2GE6N@200918|Thermotogae	200918|Thermotogae	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR	hisH	-	-	ko:K02501	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase
WP_103077599.1	403833.Pmob_1039	4.78e-135	384.0	COG1309@1|root,COG1309@2|Bacteria	2|Bacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N,WHG
WP_103077639.1	403833.Pmob_1116	1.22e-306	840.0	COG0342@1|root,COG0342@2|Bacteria,2GCG8@200918|Thermotogae	200918|Thermotogae	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD	-	-	ko:K03072	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD_SecF
WP_103077692.1	403833.Pmob_1161	1.56e-153	431.0	COG0176@1|root,COG0176@2|Bacteria,2GC05@200918|Thermotogae	200918|Thermotogae	F	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	tal	-	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM0295	TAL_FSA
WP_103077699.1	403833.Pmob_1167	2.15e-63	194.0	2E6IF@1|root,3315M@2|Bacteria,2GDF9@200918|Thermotogae	200918|Thermotogae	-	-	-	-	2.3.1.263	ko:K21399	-	-	-	-	ko00000,ko01000	-	-	-	-
WP_103077702.1	403833.Pmob_1172	9.58e-101	293.0	COG0245@1|root,COG0245@2|Bacteria,2GDC5@200918|Thermotogae	200918|Thermotogae	F	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	ispF	-	4.6.1.12	ko:K01770	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05637	RC00002,RC01440	ko00000,ko00001,ko00002,ko01000	-	-	-	YgbB
WP_103077707.1	403833.Pmob_1177	1E-131	374.0	COG1670@1|root,COG1670@2|Bacteria,2GCW5@200918|Thermotogae	200918|Thermotogae	J	PFAM GCN5-related N-acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
WP_103077730.1	403833.Pmob_0617	2.97e-164	460.0	COG0020@1|root,COG0020@2|Bacteria,2GC3V@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0071704,GO:1901576,GO:1901615,GO:1901617	2.5.1.31	ko:K00806	ko00900,ko01110,map00900,map01110	-	R06447	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	iLJ478.TM1398	Prenyltransf
WP_103077731.1	403833.Pmob_0616	1.01e-105	308.0	COG0233@1|root,COG0233@2|Bacteria,2GCU3@200918|Thermotogae	200918|Thermotogae	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another	frr	GO:0002181,GO:0002184,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043021,GO:0043023,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0044877,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576	-	ko:K02838	-	-	-	-	ko00000,ko03012	-	-	-	RRF
WP_103077748.1	403833.Pmob_0597	2.41e-92	270.0	COG1939@1|root,COG1939@2|Bacteria,2GDF4@200918|Thermotogae	200918|Thermotogae	J	Involved in correct processing of both the 5' and 3' ends of 23S rRNA precursor. Processes 30S rRNA precursor transcript even in absence of ribonuclease 3 (Rnc)	mrnC	-	-	ko:K11145	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Ribonuclease_3
WP_103077759.1	403833.Pmob_0579	1.22e-56	177.0	COG1006@1|root,COG1006@2|Bacteria,2GDPV@200918|Thermotogae	200918|Thermotogae	P	PFAM NADH-ubiquinone oxidoreductase chain 4L	-	-	-	ko:K05567	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	Oxidored_q2
WP_103077760.1	403833.Pmob_0578	1.26e-147	417.0	COG2111@1|root,COG2111@2|Bacteria,2GDF6@200918|Thermotogae	200918|Thermotogae	P	Na H antiporter	-	-	-	ko:K05566	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	MnhB
WP_103077761.1	403833.Pmob_0577	2.28e-156	442.0	COG1563@1|root,COG4623@1|root,COG1563@2|Bacteria,COG4623@2|Bacteria	2|Bacteria	M	carbon-oxygen lyase activity, acting on polysaccharides	-	-	3.1.21.3	ko:K01153,ko:K07242	-	-	-	-	ko00000,ko01000,ko02048	2.A.63	-	-	DUF4040,SBP_bac_3
WP_103077779.1	403833.Pmob_0560	2.63e-44	144.0	COG0238@1|root,COG0238@2|Bacteria,2GDF7@200918|Thermotogae	200918|Thermotogae	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
WP_103077847.1	403833.Pmob_1677	5.76e-217	600.0	COG1079@1|root,COG1079@2|Bacteria,2GC7A@200918|Thermotogae	200918|Thermotogae	S	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
WP_103077848.1	403833.Pmob_1679	0.0	976.0	COG3845@1|root,COG3845@2|Bacteria,2GBZ4@200918|Thermotogae	200918|Thermotogae	S	PFAM ABC transporter	-	-	3.6.3.17	ko:K02056	-	M00221	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	-	ABC_tran
WP_103077849.1	403833.Pmob_1680	2.3e-255	701.0	COG1744@1|root,COG1744@2|Bacteria,2GC6T@200918|Thermotogae	200918|Thermotogae	S	PFAM Basic membrane	-	-	-	ko:K07335	-	-	-	-	ko00000	-	-	-	Bmp
WP_103077854.1	403833.Pmob_1682	1.79e-221	613.0	COG3391@1|root,COG3391@2|Bacteria,2GE3J@200918|Thermotogae	200918|Thermotogae	S	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077856.1	403833.Pmob_1684	5.57e-86	253.0	COG1815@1|root,COG1815@2|Bacteria,2GD3J@200918|Thermotogae	200918|Thermotogae	N	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body	-	-	-	ko:K02387	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flg_bb_rod
WP_103077864.1	403833.Pmob_1691	6.14e-71	214.0	COG0858@1|root,COG0858@2|Bacteria,2GD80@200918|Thermotogae	200918|Thermotogae	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
WP_103077870.1	403833.Pmob_1697	1.1e-201	560.0	COG0548@1|root,COG0548@2|Bacteria,2GCMY@200918|Thermotogae	200918|Thermotogae	F	Catalyzes the ATP-dependent phosphorylation of N-acetyl- L-glutamate	argB	GO:0003674,GO:0003824,GO:0003991,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016597,GO:0016740,GO:0016772,GO:0016774,GO:0019752,GO:0031406,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.2.8	ko:K00930	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R02649	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1784	AA_kinase
WP_103077881.1	403833.Pmob_1710	4.12e-204	567.0	2CSR7@1|root,32SRQ@2|Bacteria,2GD7J@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077883.1	403833.Pmob_1712	1.21e-78	234.0	COG3877@1|root,COG3877@2|Bacteria,2GD95@200918|Thermotogae	200918|Thermotogae	S	Protein of unknown function (DUF2089)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2089
WP_103077884.1	403833.Pmob_1713	1.01e-293	803.0	COG0366@1|root,COG0366@2|Bacteria,2GCPC@200918|Thermotogae	200918|Thermotogae	G	SMART alpha amylase catalytic sub domain	-	-	3.2.1.1	ko:K01176	ko00500,ko01100,ko04973,map00500,map01100,map04973	-	R02108,R02112,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase
WP_103077888.1	403833.Pmob_1717	1.75e-100	292.0	COG1959@1|root,COG1959@2|Bacteria,2GDBB@200918|Thermotogae	200918|Thermotogae	K	transcriptional regulator	-	-	-	ko:K13643	-	-	-	-	ko00000,ko03000	-	-	-	Rrf2
WP_103077890.1	403833.Pmob_1719	8.55e-104	301.0	COG0669@1|root,COG0669@2|Bacteria,2GD05@200918|Thermotogae	200918|Thermotogae	F	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	2.7.7.3	ko:K00954	ko00770,ko01100,map00770,map01100	M00120	R03035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
WP_103077891.1	403833.Pmob_1720	1.98e-126	361.0	COG0264@1|root,COG0264@2|Bacteria,2GCGY@200918|Thermotogae	200918|Thermotogae	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	tsf	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K02357	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EF_TS
WP_103077896.1	403833.Pmob_1725	1.35e-67	205.0	2E17B@1|root,32WN1@2|Bacteria,2GD9J@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077947.1	403833.Pmob_1681	0.0	1080.0	2C0N5@1|root,32YVC@2|Bacteria,2GDEA@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077948.1	403833.Pmob_0600	0.0	1216.0	COG0737@1|root,COG0737@2|Bacteria,2GC5Z@200918|Thermotogae	200918|Thermotogae	F	Belongs to the 5'-nucleotidase family	-	-	-	-	-	-	-	-	-	-	-	-	5_nucleotid_C,Metallophos
WP_103077949.1	403833.Pmob_0601	0.0	941.0	COG0737@1|root,COG0737@2|Bacteria,2GC07@200918|Thermotogae	200918|Thermotogae	F	Belongs to the 5'-nucleotidase family	-	-	3.1.3.5,3.6.1.45	ko:K11751	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	5_nucleotid_C,Metallophos
WP_103077950.1	403833.Pmob_1267	3.01e-46	162.0	COG3039@1|root,COG3039@2|Bacteria	2|Bacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DUF772
WP_103077951.1	403833.Pmob_1683	4.84e-217	602.0	COG2327@1|root,COG2327@2|Bacteria,2GD54@200918|Thermotogae	200918|Thermotogae	S	PFAM Polysaccharide pyruvyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
WP_103077953.1	403833.Pmob_1686	3.74e-59	183.0	COG1677@1|root,COG1677@2|Bacteria,2GDJX@200918|Thermotogae	200918|Thermotogae	N	Flagellar hook-basal body complex protein FliE	fliE	-	-	ko:K02408	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FliE
WP_103077954.1	443254.Marpi_1332	1.15e-190	541.0	COG2270@1|root,COG2270@2|Bacteria	2|Bacteria	G	Major facilitator Superfamily	yxiO	-	-	ko:K06902	ko04138,map04138	-	-	-	ko00000,ko00001,ko02000,ko04131	2.A.1.24,9.A.15.1	-	-	ATG22
WP_103077955.1	403833.Pmob_1689	8.58e-214	603.0	COG2239@1|root,COG2239@2|Bacteria,2GCC3@200918|Thermotogae	200918|Thermotogae	P	Acts as a magnesium transporter	-	-	-	ko:K06213	-	-	-	-	ko00000,ko02000	1.A.26.1	-	-	CBS,MgtE,MgtE_N
WP_103077957.1	403833.Pmob_1692	6.09e-202	561.0	COG0130@1|root,COG0130@2|Bacteria,2GCEK@200918|Thermotogae	200918|Thermotogae	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990481	5.4.99.25	ko:K03177	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PUA,TruB_C_2,TruB_N
WP_103077958.1	403833.Pmob_1693	9.9e-208	575.0	COG0196@1|root,COG0196@2|Bacteria,2GCTP@200918|Thermotogae	200918|Thermotogae	H	Belongs to the ribF family	-	-	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_syn,Flavokinase
WP_103077959.1	403833.Pmob_1694	0.0	1071.0	COG1164@1|root,COG1164@2|Bacteria,2GCJ4@200918|Thermotogae	200918|Thermotogae	E	PFAM peptidase M3A and M3B thimet oligopeptidase F	-	-	-	ko:K08602	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3,Peptidase_M3_N
WP_103077960.1	403833.Pmob_1695	0.0	1622.0	COG0517@1|root,COG0617@1|root,COG0618@1|root,COG0517@2|Bacteria,COG0617@2|Bacteria,COG0618@2|Bacteria,2GC4I@200918|Thermotogae	200918|Thermotogae	J	PFAM CBS domain containing protein	-	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	CBS,DHH,DHHA1,PolyA_pol,PolyA_pol_RNAbd
WP_103077961.1	403833.Pmob_1696	2.91e-277	760.0	COG1364@1|root,COG1364@2|Bacteria,2GCC0@200918|Thermotogae	200918|Thermotogae	E	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate	argJ	GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.3.1.35	ko:K00620	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R00259,R02282	RC00004,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1783	ArgJ
WP_103077962.1	403833.Pmob_1698	6.89e-278	760.0	COG4992@1|root,COG4992@2|Bacteria,2GCYS@200918|Thermotogae	200918|Thermotogae	E	PFAM Aminotransferase class-III	argD	GO:0003674,GO:0005488,GO:0005515,GO:0008144,GO:0019842,GO:0030170,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363	2.6.1.11,2.6.1.17	ko:K00821	ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00028,M00845	R02283,R04475	RC00006,RC00062	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
WP_103077963.1	403833.Pmob_1699	4.23e-246	676.0	COG0505@1|root,COG0505@2|Bacteria,2GDWY@200918|Thermotogae	200918|Thermotogae	F	Belongs to the CarA family	carA	GO:0000050,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005951,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0019627,GO:0019752,GO:0032991,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	6.3.5.5	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_sm_chain,GATase
WP_103077964.1	403833.Pmob_1700	0.0	2817.0	COG0458@1|root,COG0458@2|Bacteria,2GDV8@200918|Thermotogae	200918|Thermotogae	F	Carbamoyl-phosphate synthetase ammonia chain	carB	GO:0000050,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0019627,GO:0019752,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_L_D2,CPSase_L_D3,MGS
WP_103077965.1	403833.Pmob_1701	2.34e-286	786.0	COG0165@1|root,COG0165@2|Bacteria,2GDVX@200918|Thermotogae	200918|Thermotogae	E	argininosuccinate lyase	argH	-	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Lyase_1
WP_103077966.1	403833.Pmob_1702	4.34e-238	655.0	COG0002@1|root,COG0002@2|Bacteria,2GCK7@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1782	Semialdhyde_dh,Semialdhyde_dhC
WP_103077967.1	403833.Pmob_1703	1.16e-261	718.0	COG0119@1|root,COG0119@2|Bacteria,2GDRV@200918|Thermotogae	200918|Thermotogae	H	Belongs to the alpha-IPM synthase homocitrate synthase family	-	-	2.3.3.14	ko:K02594	ko00620,map00620	-	R00271	RC00004,RC00067,RC02754	ko00000,ko00001,ko01000	-	-	-	HMGL-like
WP_103077968.1	403833.Pmob_1704	9.08e-298	813.0	COG0065@1|root,COG0065@2|Bacteria,2GCPV@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
WP_103077969.1	403833.Pmob_1705	1.71e-110	318.0	COG0066@1|root,COG0066@2|Bacteria,2GCTR@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuD	-	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase_C
WP_103077970.1	403833.Pmob_1706	6.7e-219	606.0	COG0473@1|root,COG0473@2|Bacteria,2GEHE@200918|Thermotogae	200918|Thermotogae	C	PFAM isocitrate isopropylmalate dehydrogenase	-	-	1.1.1.41	ko:K00030	ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010	R00709	RC00114	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Iso_dh
WP_103077973.1	403833.Pmob_1711	7.38e-163	467.0	COG3595@1|root,COG3595@2|Bacteria,2GDFT@200918|Thermotogae	200918|Thermotogae	S	Putative adhesin	-	-	-	-	-	-	-	-	-	-	-	-	DUF4097
