#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_072862948.1	443254.Marpi_1210	3.97e-201	568.0	COG0770@1|root,COG0770@2|Bacteria,2GCZ1@200918|Thermotogae	200918|Thermotogae	M	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein	murF	-	6.3.2.10	ko:K01929	ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502	-	R04573,R04617	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
WP_072862950.1	443254.Marpi_1211	1.35e-124	366.0	COG0472@1|root,COG0472@2|Bacteria,2GCSQ@200918|Thermotogae	200918|Thermotogae	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1
WP_072862952.1	443254.Marpi_1137	3.35e-184	526.0	COG0771@1|root,COG0771@2|Bacteria,2GCS8@200918|Thermotogae	200918|Thermotogae	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)	murD	-	6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase_C,Mur_ligase_M
WP_072862954.1	443254.Marpi_1136	1.22e-186	529.0	COG0772@1|root,COG0772@2|Bacteria,2GCWR@200918|Thermotogae	200918|Thermotogae	D	Belongs to the SEDS family	-	-	-	ko:K03588	ko04112,map04112	-	-	-	ko00000,ko00001,ko02000,ko03036	2.A.103.1	-	-	FTSW_RODA_SPOVE
WP_072862956.1	443254.Marpi_1135	1.78e-163	467.0	COG0707@1|root,COG0707@2|Bacteria,2GCVQ@200918|Thermotogae	200918|Thermotogae	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	-	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011	-	GT28	iLJ478.TM0232	Glyco_tran_28_C,Glyco_transf_28
WP_072862958.1	443254.Marpi_1134	1.09e-269	744.0	COG0773@1|root,COG0773@2|Bacteria,2GCGM@200918|Thermotogae	200918|Thermotogae	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
WP_072862964.1	443254.Marpi_0997	3.1e-58	196.0	2CSR7@1|root,32SRQ@2|Bacteria,2GD7J@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072862966.1	443254.Marpi_0998	3.67e-136	389.0	COG4786@1|root,COG4786@2|Bacteria,2GCZB@200918|Thermotogae	200918|Thermotogae	N	basal body rod protein	-	-	-	ko:K02391,ko:K02392	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flg_bb_rod,Flg_bbr_C
WP_072862969.1	443254.Marpi_0999	8.87e-173	483.0	COG4786@1|root,COG4786@2|Bacteria,2GC53@200918|Thermotogae	200918|Thermotogae	N	flagellar basal-body rod protein FlgG	flgG	-	-	ko:K02392	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flg_bb_rod,Flg_bbr_C
WP_072862971.1	443254.Marpi_1000	4.38e-140	401.0	COG0668@1|root,COG0668@2|Bacteria,2GCUY@200918|Thermotogae	200918|Thermotogae	M	Mechanosensitive ion channel	-	-	-	ko:K03442	-	-	-	-	ko00000,ko02000	1.A.23.2	-	-	MS_channel
WP_072862973.1	443254.Marpi_1361	4.22e-207	576.0	COG1077@1|root,COG1077@2|Bacteria,2GC45@200918|Thermotogae	200918|Thermotogae	D	Cell shape determining protein, MreB Mrl family	-	-	-	ko:K03569	-	-	-	-	ko00000,ko02048,ko03036,ko04812	1.A.33.1,9.B.157.1	-	-	MreB_Mbl
WP_072862975.1	443254.Marpi_1362	1.59e-157	462.0	COG1716@1|root,COG1716@2|Bacteria,2GDJT@200918|Thermotogae	200918|Thermotogae	T	peptidase C11 clostripain	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C11
WP_072862977.1	443254.Marpi_1364	1.92e-63	198.0	COG2137@1|root,COG2137@2|Bacteria,2GDGP@200918|Thermotogae	200918|Thermotogae	S	Modulates RecA activity	recX	-	-	ko:K03565	-	-	-	-	ko00000,ko03400	-	-	-	RecX
WP_072862980.1	443254.Marpi_1365	8.87e-219	609.0	COG0468@1|root,COG0468@2|Bacteria,2GBXS@200918|Thermotogae	200918|Thermotogae	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	recA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K03553	ko03440,map03440	M00729	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	RecA
WP_072862982.1	443254.Marpi_1366	4.95e-113	327.0	COG1514@1|root,COG1514@2|Bacteria,2GD19@200918|Thermotogae	200918|Thermotogae	J	Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008104,GO:0008150,GO:0009966,GO:0010646,GO:0010738,GO:0023051,GO:0033036,GO:0034237,GO:0044424,GO:0044444,GO:0044464,GO:0048583,GO:0050789,GO:0050794,GO:0051018,GO:0051179,GO:0065007,GO:1902531	3.1.4.58	ko:K01975	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	LigT_PEase
WP_072862985.1	443254.Marpi_1367	1.82e-91	271.0	COG0558@1|root,COG0558@2|Bacteria,2GD8H@200918|Thermotogae	200918|Thermotogae	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	-	-	2.7.8.41,2.7.8.5	ko:K00995,ko:K08744	ko00564,ko01100,map00564,map01100	-	R01801,R02030	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
WP_072862987.1	443254.Marpi_1368	1.39e-249	692.0	COG0621@1|root,COG0621@2|Bacteria,2GC1Y@200918|Thermotogae	200918|Thermotogae	J	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12	rimO	-	2.8.4.4	ko:K14441	-	-	R10652	RC00003,RC03217	ko00000,ko01000,ko03009	-	-	-	Radical_SAM,TRAM,UPF0004
WP_072862989.1	443254.Marpi_1214	3.3e-142	414.0	COG5000@1|root,COG5000@2|Bacteria	2|Bacteria	T	phosphorelay sensor kinase activity	-	-	2.1.1.80,2.7.13.3,3.1.1.61	ko:K13598,ko:K13924	ko02020,ko02030,map02020,map02030	M00498,M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022,ko02035	-	-	-	ABC_sub_bind,GAF,HAMP,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_9
WP_072862991.1	443254.Marpi_1215	2.96e-158	447.0	COG1912@1|root,COG1912@2|Bacteria,2GCXR@200918|Thermotogae	200918|Thermotogae	S	PFAM S-adenosyl-l-methionine hydroxide adenosyltransferase	-	-	-	ko:K22205	-	-	-	-	ko00000,ko01000	-	-	-	SAM_adeno_trans
WP_072862993.1	443254.Marpi_1217	2.33e-301	826.0	COG1362@1|root,COG1362@2|Bacteria,2GC5P@200918|Thermotogae	200918|Thermotogae	E	PFAM peptidase M18 aminopeptidase I	apeA	GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009987,GO:0016787,GO:0019538,GO:0034641,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0070006,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	Peptidase_M18
WP_072863001.1	443254.Marpi_1301	1.63e-216	606.0	COG0719@1|root,COG0719@2|Bacteria,2GCXJ@200918|Thermotogae	200918|Thermotogae	O	ABC-type transport system involved in Fe-S cluster assembly, permease component	-	-	-	ko:K07033	-	-	-	-	ko00000	-	-	-	UPF0051
WP_072863003.1	443254.Marpi_1302	2.27e-244	676.0	COG0520@1|root,COG0520@2|Bacteria,2GCEE@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine	-	-	2.8.1.7,4.4.1.16	ko:K04487,ko:K11717	ko00450,ko00730,ko01100,ko04122,map00450,map00730,map01100,map04122	-	R03599,R07460,R11528,R11529	RC00961,RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
WP_072863005.1	443254.Marpi_1303	1.79e-79	238.0	COG0822@1|root,COG0822@2|Bacteria,2GDAU@200918|Thermotogae	200918|Thermotogae	C	SUF system FeS assembly protein, NifU family	-	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016740,GO:0016782,GO:0019538,GO:0019725,GO:0030003,GO:0036455,GO:0042592,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051604,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0097428,GO:0098771,GO:1901564	-	ko:K04488	-	-	-	-	ko00000	-	-	-	NifU_N
WP_072863009.1	443254.Marpi_1280	1.07e-115	334.0	COG0125@1|root,COG0125@2|Bacteria,2GD5T@200918|Thermotogae	200918|Thermotogae	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	tmk	GO:0003674,GO:0003824,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1099	Thymidylate_kin
WP_072863011.1	443254.Marpi_1279	1.08e-110	324.0	COG4123@1|root,COG4123@2|Bacteria,2GD45@200918|Thermotogae	200918|Thermotogae	S	PFAM methyltransferase small	-	-	-	-	-	-	-	-	-	-	-	-	MTS,Methyltransf_25
WP_072863015.1	443254.Marpi_1277	9.81e-141	404.0	COG0330@1|root,COG0330@2|Bacteria,2GCAN@200918|Thermotogae	200918|Thermotogae	O	HflC and HflK could regulate a protease	-	-	-	ko:K04087	-	M00742	-	-	ko00000,ko00002,ko01000	-	-	-	Band_7
WP_072863017.1	443254.Marpi_1275	1.01e-161	457.0	COG0648@1|root,COG0648@2|Bacteria,2GCCR@200918|Thermotogae	200918|Thermotogae	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	GO:0003674,GO:0003824,GO:0003906,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
WP_072863019.1	443254.Marpi_1274	4.2e-131	375.0	COG1211@1|root,COG1211@2|Bacteria,2GD7Y@200918|Thermotogae	200918|Thermotogae	I	Catalyzes the formation of 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4- phosphate (MEP)	ispD	-	2.7.7.40,2.7.7.60	ko:K00991,ko:K21030	ko00040,ko00900,ko01100,ko01110,ko01130,map00040,map00900,map01100,map01110,map01130	M00096	R02921,R05633	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	IspD
WP_072863022.1	443254.Marpi_1273	2.52e-183	514.0	COG1940@1|root,COG1940@2|Bacteria,2GCCT@200918|Thermotogae	200918|Thermotogae	G	PFAM ROK family	-	-	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
WP_072863024.1	443254.Marpi_1271	0.0	906.0	COG1078@1|root,COG1078@2|Bacteria,2GCB7@200918|Thermotogae	200918|Thermotogae	S	PFAM metal-dependent phosphohydrolase, HD sub domain	-	-	-	ko:K06885	-	-	-	-	ko00000	-	-	-	HD
WP_072863026.1	443254.Marpi_1269	1.29e-254	706.0	COG0154@1|root,COG0154@2|Bacteria,2GBX2@200918|Thermotogae	200918|Thermotogae	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	-	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
WP_072863028.1	443254.Marpi_1268	1.39e-271	751.0	COG0064@1|root,COG0064@2|Bacteria,2GCBS@200918|Thermotogae	200918|Thermotogae	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatB	GO:0003674,GO:0003824,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.3.5.6,6.3.5.7	ko:K02434	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	GatB_N,GatB_Yqey
WP_072863035.1	443254.Marpi_1216	4.44e-218	605.0	COG1494@1|root,COG1494@2|Bacteria,2GBY5@200918|Thermotogae	200918|Thermotogae	G	TIGRFAM fructose-1,6-bisphosphatase, class II	-	-	3.1.3.11	ko:K02446	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200	M00003,M00165,M00167	R00762,R04780	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FBPase_glpX
WP_072863045.1	342610.Patl_4122	2.3e-20	90.1	COG0524@1|root,COG0524@2|Bacteria,1MX38@1224|Proteobacteria,1RRWT@1236|Gammaproteobacteria,2Q37D@267888|Pseudoalteromonadaceae	1236|Gammaproteobacteria	H	pfkB family carbohydrate kinase	-	-	2.7.1.4	ko:K00847	ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100	-	R00760,R00867,R03920	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_072863047.1	111780.Sta7437_2072	7.11e-143	413.0	COG1052@1|root,COG1052@2|Bacteria,1G028@1117|Cyanobacteria,3VIGA@52604|Pleurocapsales	1117|Cyanobacteria	CH	PFAM D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	ddh	-	1.1.1.28	ko:K03778	ko00620,ko01120,map00620,map01120	-	R00704	RC00044	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
WP_072863050.1	309803.CTN_0786	1.96e-301	869.0	COG0383@1|root,COG0383@2|Bacteria,2GC0D@200918|Thermotogae	200918|Thermotogae	G	Glycoside hydrolase family 38 central region	-	-	3.2.1.24	ko:K01191	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04131	-	GH38	-	Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C
WP_072863052.1	443254.Marpi_2094	2.1e-159	455.0	COG2355@1|root,COG2355@2|Bacteria,2GD5C@200918|Thermotogae	200918|Thermotogae	E	PFAM peptidase M19 renal dipeptidase	-	-	3.4.13.19	ko:K01273	-	-	-	-	ko00000,ko00537,ko01000,ko01002,ko04147	-	-	-	Peptidase_M19
WP_072863054.1	1304880.JAGB01000002_gene1707	5.45e-61	191.0	COG1765@1|root,COG1765@2|Bacteria,1V8MC@1239|Firmicutes,25DFU@186801|Clostridia	186801|Clostridia	O	OsmC-like protein	-	-	-	-	-	-	-	-	-	-	-	-	OsmC
WP_072863056.1	443254.Marpi_0049	6.75e-109	317.0	COG2039@1|root,COG2039@2|Bacteria,2GCYM@200918|Thermotogae	200918|Thermotogae	O	Removes 5-oxoproline from various penultimate amino acid residues except L-proline	pcp	-	3.4.19.3	ko:K01304	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C15
WP_072863058.1	443254.Marpi_1754	1.88e-192	540.0	COG4948@1|root,COG4948@2|Bacteria,2GBXK@200918|Thermotogae	200918|Thermotogae	M	PFAM Mandelate racemase muconate lactonizing	-	GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855	5.1.1.20	ko:K19802	-	-	R10938	RC03309	ko00000,ko01000	-	-	-	MR_MLE_C,MR_MLE_N
WP_072863060.1	443254.Marpi_1753	1.42e-236	660.0	COG1305@1|root,COG1305@2|Bacteria,2GC1R@200918|Thermotogae	200918|Thermotogae	E	transglutaminase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Transglut_core
WP_072863064.1	443254.Marpi_0291	6.75e-308	844.0	COG1961@1|root,COG1961@2|Bacteria,2GCVV@200918|Thermotogae	200918|Thermotogae	L	Recombinase	-	-	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
WP_072863066.1	1094508.Tsac_2405	5.36e-105	313.0	COG0338@1|root,COG0338@2|Bacteria,1TPCA@1239|Firmicutes,24CY8@186801|Clostridia,42GBQ@68295|Thermoanaerobacterales	186801|Clostridia	L	PFAM D12 class N6 adenine-specific DNA methyltransferase	-	-	2.1.1.72	ko:K06223	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko02048,ko03032,ko03400	-	-	-	MethyltransfD12
WP_072863074.1	403833.Pmob_1272	5.03e-31	115.0	2DM03@1|root,31384@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03071	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03110	3.A.5	-	-	SecB
WP_072863076.1	635013.TherJR_1621	5.36e-14	71.2	COG3620@1|root,COG3620@2|Bacteria,1VH02@1239|Firmicutes,24RIF@186801|Clostridia,262X9@186807|Peptococcaceae	186801|Clostridia	K	PFAM helix-turn-helix	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WP_072863081.1	443254.Marpi_0297	2.21e-132	377.0	COG1974@1|root,COG1974@2|Bacteria,2GDJG@200918|Thermotogae	200918|Thermotogae	K	PFAM helix-turn-helix	-	-	3.4.21.88	ko:K01356	-	M00729	-	-	ko00000,ko00002,ko01000,ko01002,ko03400	-	-	-	HTH_3,Peptidase_S24
WP_072863083.1	443254.Marpi_0298	1.91e-34	118.0	COG1476@1|root,COG1476@2|Bacteria,2GECZ@200918|Thermotogae	200918|Thermotogae	K	Bacteriophage CI repressor helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WP_072863085.1	1094489.BAnh1_09380	2.2e-48	166.0	COG3561@1|root,COG3645@1|root,COG3561@2|Bacteria,COG3645@2|Bacteria,1N1AT@1224|Proteobacteria,2UDJH@28211|Alphaproteobacteria,48T10@772|Bartonellaceae	28211|Alphaproteobacteria	K	protein HI1422 of Haemophilus influenzae (P44193)	-	-	-	ko:K07741	-	-	-	-	ko00000	-	-	-	ANT,AntA
WP_072863099.1	246194.CHY_1689	3.32e-26	112.0	COG3723@1|root,COG3723@2|Bacteria,1V3B6@1239|Firmicutes,24HHQ@186801|Clostridia,42HHM@68295|Thermoanaerobacterales	186801|Clostridia	L	recombination protein Bet	bet	-	-	-	-	-	-	-	-	-	-	-	RecT
WP_072863101.1	1262449.CP6013_2995	1.85e-13	67.4	COG1476@1|root,COG1476@2|Bacteria,1UNUM@1239|Firmicutes	1239|Firmicutes	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WP_072863104.1	1031288.AXAA01000044_gene1970	8.96e-10	65.5	2DPZ6@1|root,3341A@2|Bacteria,1VDMQ@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072863106.1	403833.Pmob_0972	1.8e-125	379.0	COG0305@1|root,COG0305@2|Bacteria,2GC55@200918|Thermotogae	200918|Thermotogae	L	Participates in initiation and elongation during chromosome replication	-	-	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_C
WP_072863108.1	443254.Marpi_0443	2.7e-52	170.0	COG0629@1|root,COG0629@2|Bacteria,2GD91@200918|Thermotogae	200918|Thermotogae	L	Single-stranded DNA-binding protein	-	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
WP_072863110.1	443254.Marpi_0307	1.74e-76	230.0	COG0756@1|root,COG0756@2|Bacteria,2GE6Z@200918|Thermotogae	200918|Thermotogae	F	dUTPase	-	-	3.6.1.23	ko:K01520	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00053	R02100,R11896	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	dUTPase
WP_072863116.1	443254.Marpi_0310	2.61e-58	182.0	COG4570@1|root,COG4570@2|Bacteria	2|Bacteria	L	crossover junction endodeoxyribonuclease activity	rusA	-	3.1.22.4	ko:K01160	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	RusA
WP_072863121.1	443254.Marpi_0315	1.47e-94	277.0	2977F@1|root,2ZUFA@2|Bacteria,2GEBX@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072863125.1	1157490.EL26_22985	2.2e-120	367.0	COG5362@1|root,COG5410@1|root,COG5362@2|Bacteria,COG5410@2|Bacteria,1TSMG@1239|Firmicutes,4HBFH@91061|Bacilli,279IG@186823|Alicyclobacillaceae	91061|Bacilli	S	Terminase RNaseH-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_6,Terminase_6C
WP_072863129.1	1157490.EL26_22970	8.95e-11	69.3	COG2369@1|root,COG2369@2|Bacteria	2|Bacteria	K	cell adhesion	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
WP_072863144.1	443254.Marpi_0331	4.21e-201	560.0	29Z2G@1|root,30M00@2|Bacteria,2GE0V@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072863150.1	443254.Marpi_0334	1.1e-99	356.0	COG5283@1|root,COG5412@1|root,COG5283@2|Bacteria,COG5412@2|Bacteria	2|Bacteria	N	phage tail tape measure protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF4157,PhageMin_Tail,SLT
WP_072863153.1	443254.Marpi_0336	4.64e-46	151.0	29AMX@1|root,2ZXMU@2|Bacteria,2GEB6@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072863157.1	443254.Marpi_0338	0.0	1251.0	COG3500@1|root,COG4733@1|root,COG3500@2|Bacteria,COG4733@2|Bacteria,2GDX2@200918|Thermotogae	200918|Thermotogae	S	Fibronectin type 3 domain	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072863167.1	443254.Marpi_0347	2.22e-146	419.0	COG2148@1|root,COG2148@2|Bacteria,2GBX7@200918|Thermotogae	200918|Thermotogae	M	sugar transferase	-	-	-	-	-	-	-	-	-	-	-	-	Bac_transf
WP_072863169.1	443254.Marpi_0348	2.18e-66	207.0	COG2306@1|root,COG2306@2|Bacteria,2GE8N@200918|Thermotogae	200918|Thermotogae	S	Protein of unknown function (DUF402)	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072863171.1	443254.Marpi_0349	4.03e-240	677.0	COG0497@1|root,COG0497@2|Bacteria,2GCTQ@200918|Thermotogae	200918|Thermotogae	L	May be involved in recombinational repair of damaged DNA	-	-	-	ko:K03631	-	-	-	-	ko00000,ko03400	-	-	-	AAA_23,SMC_N
WP_072863173.1	443254.Marpi_0350	1.77e-105	308.0	COG1413@1|root,COG1413@2|Bacteria,2GDFR@200918|Thermotogae	200918|Thermotogae	C	lyase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
