#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_103077856.1	403833.Pmob_1684	5.57e-86	253.0	COG1815@1|root,COG1815@2|Bacteria,2GD3J@200918|Thermotogae	200918|Thermotogae	N	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body	-	-	-	ko:K02387	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flg_bb_rod
WP_103077864.1	403833.Pmob_1691	6.14e-71	214.0	COG0858@1|root,COG0858@2|Bacteria,2GD80@200918|Thermotogae	200918|Thermotogae	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
WP_103077870.1	403833.Pmob_1697	1.1e-201	560.0	COG0548@1|root,COG0548@2|Bacteria,2GCMY@200918|Thermotogae	200918|Thermotogae	F	Catalyzes the ATP-dependent phosphorylation of N-acetyl- L-glutamate	argB	GO:0003674,GO:0003824,GO:0003991,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016597,GO:0016740,GO:0016772,GO:0016774,GO:0019752,GO:0031406,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.2.8	ko:K00930	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R02649	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1784	AA_kinase
WP_103077881.1	403833.Pmob_1710	4.12e-204	567.0	2CSR7@1|root,32SRQ@2|Bacteria,2GD7J@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077947.1	403833.Pmob_1681	0.0	1080.0	2C0N5@1|root,32YVC@2|Bacteria,2GDEA@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103077948.1	403833.Pmob_0600	0.0	1216.0	COG0737@1|root,COG0737@2|Bacteria,2GC5Z@200918|Thermotogae	200918|Thermotogae	F	Belongs to the 5'-nucleotidase family	-	-	-	-	-	-	-	-	-	-	-	-	5_nucleotid_C,Metallophos
WP_103077949.1	403833.Pmob_0601	0.0	941.0	COG0737@1|root,COG0737@2|Bacteria,2GC07@200918|Thermotogae	200918|Thermotogae	F	Belongs to the 5'-nucleotidase family	-	-	3.1.3.5,3.6.1.45	ko:K11751	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	5_nucleotid_C,Metallophos
WP_103077953.1	403833.Pmob_1686	3.74e-59	183.0	COG1677@1|root,COG1677@2|Bacteria,2GDJX@200918|Thermotogae	200918|Thermotogae	N	Flagellar hook-basal body complex protein FliE	fliE	-	-	ko:K02408	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FliE
WP_103077954.1	443254.Marpi_1332	1.15e-190	541.0	COG2270@1|root,COG2270@2|Bacteria	2|Bacteria	G	Major facilitator Superfamily	yxiO	-	-	ko:K06902	ko04138,map04138	-	-	-	ko00000,ko00001,ko02000,ko04131	2.A.1.24,9.A.15.1	-	-	ATG22
WP_103077955.1	403833.Pmob_1689	8.58e-214	603.0	COG2239@1|root,COG2239@2|Bacteria,2GCC3@200918|Thermotogae	200918|Thermotogae	P	Acts as a magnesium transporter	-	-	-	ko:K06213	-	-	-	-	ko00000,ko02000	1.A.26.1	-	-	CBS,MgtE,MgtE_N
WP_103077958.1	403833.Pmob_1693	9.9e-208	575.0	COG0196@1|root,COG0196@2|Bacteria,2GCTP@200918|Thermotogae	200918|Thermotogae	H	Belongs to the ribF family	-	-	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_syn,Flavokinase
WP_103077960.1	403833.Pmob_1695	0.0	1622.0	COG0517@1|root,COG0617@1|root,COG0618@1|root,COG0517@2|Bacteria,COG0617@2|Bacteria,COG0618@2|Bacteria,2GC4I@200918|Thermotogae	200918|Thermotogae	J	PFAM CBS domain containing protein	-	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	CBS,DHH,DHHA1,PolyA_pol,PolyA_pol_RNAbd
WP_103077961.1	403833.Pmob_1696	2.91e-277	760.0	COG1364@1|root,COG1364@2|Bacteria,2GCC0@200918|Thermotogae	200918|Thermotogae	E	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate	argJ	GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.3.1.35	ko:K00620	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R00259,R02282	RC00004,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1783	ArgJ
WP_103077962.1	403833.Pmob_1698	6.89e-278	760.0	COG4992@1|root,COG4992@2|Bacteria,2GCYS@200918|Thermotogae	200918|Thermotogae	E	PFAM Aminotransferase class-III	argD	GO:0003674,GO:0005488,GO:0005515,GO:0008144,GO:0019842,GO:0030170,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363	2.6.1.11,2.6.1.17	ko:K00821	ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00028,M00845	R02283,R04475	RC00006,RC00062	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
WP_103077963.1	403833.Pmob_1699	4.23e-246	676.0	COG0505@1|root,COG0505@2|Bacteria,2GDWY@200918|Thermotogae	200918|Thermotogae	F	Belongs to the CarA family	carA	GO:0000050,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005951,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0019627,GO:0019752,GO:0032991,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	6.3.5.5	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_sm_chain,GATase
WP_103077964.1	403833.Pmob_1700	0.0	2817.0	COG0458@1|root,COG0458@2|Bacteria,2GDV8@200918|Thermotogae	200918|Thermotogae	F	Carbamoyl-phosphate synthetase ammonia chain	carB	GO:0000050,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0019627,GO:0019752,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_L_D2,CPSase_L_D3,MGS
WP_103077966.1	403833.Pmob_1702	4.34e-238	655.0	COG0002@1|root,COG0002@2|Bacteria,2GCK7@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1782	Semialdhyde_dh,Semialdhyde_dhC
WP_103077968.1	403833.Pmob_1704	9.08e-298	813.0	COG0065@1|root,COG0065@2|Bacteria,2GCPV@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
WP_103077969.1	403833.Pmob_1705	1.71e-110	318.0	COG0066@1|root,COG0066@2|Bacteria,2GCTR@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuD	-	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase_C
WP_103077970.1	403833.Pmob_1706	6.7e-219	606.0	COG0473@1|root,COG0473@2|Bacteria,2GEHE@200918|Thermotogae	200918|Thermotogae	C	PFAM isocitrate isopropylmalate dehydrogenase	-	-	1.1.1.41	ko:K00030	ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010	R00709	RC00114	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Iso_dh
WP_103077997.1	403833.Pmob_0914	0.0	880.0	COG1397@1|root,COG1397@2|Bacteria,2GDX3@200918|Thermotogae	200918|Thermotogae	O	PFAM ADP-ribosylation Crystallin J1	-	-	-	-	-	-	-	-	-	-	-	-	ADP_ribosyl_GH
WP_103078000.1	403833.Pmob_0917	4.98e-231	638.0	COG4603@1|root,COG4603@2|Bacteria,2GDT5@200918|Thermotogae	200918|Thermotogae	S	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
WP_103078002.1	403833.Pmob_0919	1.16e-217	602.0	COG1609@1|root,COG1609@2|Bacteria,2GCB2@200918|Thermotogae	200918|Thermotogae	K	lacI family	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
WP_103078019.1	403833.Pmob_0239	0.0	930.0	COG2986@1|root,COG2986@2|Bacteria,2GC0Q@200918|Thermotogae	200918|Thermotogae	E	PFAM phenylalanine histidine ammonia-lyase	hutH	-	4.3.1.3	ko:K01745	ko00340,ko01100,map00340,map01100	M00045	R01168	RC00361	ko00000,ko00001,ko00002,ko01000	-	-	-	Lyase_aromatic
WP_103078020.1	403833.Pmob_0240	0.0	1326.0	COG2987@1|root,COG2987@2|Bacteria,2GCNY@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate	hutU	-	4.2.1.49	ko:K01712	ko00340,ko01100,map00340,map01100	M00045	R02914	RC00804	ko00000,ko00001,ko00002,ko01000	-	-	-	Urocanase,Urocanase_C,Urocanase_N
WP_103078023.1	403833.Pmob_0243	3.75e-239	661.0	COG0658@1|root,COG0658@2|Bacteria,2GD88@200918|Thermotogae	200918|Thermotogae	S	ComEC Rec2-related protein	-	-	-	ko:K02238	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	Competence
WP_103078024.1	403833.Pmob_0244	2.42e-72	218.0	COG0509@1|root,COG0509@2|Bacteria,2GD57@200918|Thermotogae	200918|Thermotogae	E	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein	gcvH	-	-	ko:K02437	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221	RC00022,RC02834	ko00000,ko00001,ko00002	-	-	-	GCV_H
WP_103078025.1	403833.Pmob_0245	1.24e-125	359.0	COG4684@1|root,COG4684@2|Bacteria	2|Bacteria	S	ECF transporter, substrate-specific component	-	-	-	-	-	-	-	-	-	-	-	-	ECF_trnsprt
WP_103078032.1	403833.Pmob_0253	7.01e-152	428.0	COG0560@1|root,COG1011@1|root,COG0560@2|Bacteria,COG1011@2|Bacteria,2GEH7@200918|Thermotogae	200918|Thermotogae	E	subfamily IA, variant 1	-	-	-	ko:K07025	-	-	-	-	ko00000	-	-	-	HAD_2
WP_103078034.1	891968.Anamo_1570	0.0	896.0	COG0446@1|root,COG0607@1|root,COG0446@2|Bacteria,COG0607@2|Bacteria,3TABE@508458|Synergistetes	508458|Synergistetes	P	Pyridine nucleotide-disulphide oxidoreductase, dimerisation	-	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2,Pyr_redox_dim,Rhodanese
WP_103078035.1	1293054.HSACCH_00399	1.32e-139	400.0	COG0600@1|root,COG0600@2|Bacteria,1TQVZ@1239|Firmicutes,25C84@186801|Clostridia	186801|Clostridia	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02050,ko:K15552	ko00920,ko02010,map00920,map02010	M00188,M00435	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.16,3.A.1.17,3.A.1.17.1,3.A.1.17.4	-	-	BPD_transp_1
WP_103078039.1	403833.Pmob_0258	2.11e-200	557.0	COG0111@1|root,COG0111@2|Bacteria,2GEGH@200918|Thermotogae	200918|Thermotogae	C	D-isomer specific 2-hydroxyacid dehydrogenase	-	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C
WP_103078040.1	403833.Pmob_0260	5.58e-182	508.0	COG2894@1|root,COG2894@2|Bacteria,2GC3J@200918|Thermotogae	200918|Thermotogae	D	Belongs to the ParA family	minD	-	-	ko:K03609	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	CbiA
WP_103078047.1	403833.Pmob_0269	2.08e-158	446.0	COG0410@1|root,COG0410@2|Bacteria,2GCPJ@200918|Thermotogae	200918|Thermotogae	E	PFAM ABC transporter	-	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran
WP_103078051.1	403833.Pmob_0276	2.14e-218	606.0	COG0842@1|root,COG0842@2|Bacteria,2GCYJ@200918|Thermotogae	200918|Thermotogae	V	PFAM ABC-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane,ABC2_membrane_3
WP_103078056.1	403833.Pmob_0283	0.0	915.0	COG0579@1|root,COG1251@1|root,COG0579@2|Bacteria,COG1251@2|Bacteria,2GCBE@200918|Thermotogae	200918|Thermotogae	P	BFD domain protein 2Fe-2S -binding domain protein	-	-	1.1.5.3	ko:K00111	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	-	DAO,Fer2_BFD
WP_103078057.1	403833.Pmob_0284	0.0	984.0	COG0554@1|root,COG0554@2|Bacteria,2GC7B@200918|Thermotogae	200918|Thermotogae	F	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	glpK	GO:0003674,GO:0003824,GO:0004370,GO:0005975,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019751,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0071704,GO:1901615	2.7.1.30	ko:K00864	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626	-	R00847	RC00002,RC00017	ko00000,ko00001,ko01000,ko04147	-	-	-	FGGY_C,FGGY_N
WP_103078058.1	1347369.CCAD010000021_gene1578	2.32e-215	625.0	COG1073@1|root,COG1073@2|Bacteria,1UQS2@1239|Firmicutes,4HAMM@91061|Bacilli,1ZF40@1386|Bacillus	91061|Bacilli	S	X-Pro dipeptidyl-peptidase (S15 family)	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4,Peptidase_S15
WP_103078063.1	1121289.JHVL01000025_gene165	2.09e-158	454.0	COG4521@1|root,COG4521@2|Bacteria,1TSJU@1239|Firmicutes,25BBU@186801|Clostridia,36WCF@31979|Clostridiaceae	186801|Clostridia	P	ABC transporter substrate-binding protein	tauA	-	-	ko:K02051,ko:K15551	ko00920,ko02010,map00920,map02010	M00188,M00435	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.16,3.A.1.17,3.A.1.17.1,3.A.1.17.4	-	-	NMT1,OpuAC
WP_103078065.1	403833.Pmob_0280	6.76e-119	341.0	COG1954@1|root,COG1954@2|Bacteria,2GDDP@200918|Thermotogae	200918|Thermotogae	K	glycerol-3-phosphate responsive antiterminator	-	-	-	ko:K02443	-	-	-	-	ko00000,ko03000	-	-	-	G3P_antiterm
WP_103078088.1	403833.Pmob_1093	1.49e-251	691.0	COG2251@1|root,COG2251@2|Bacteria,2GCW6@200918|Thermotogae	200918|Thermotogae	S	RNase_H superfamily	-	-	-	-	-	-	-	-	-	-	-	-	HHH_5,RNase_H_2
WP_103078096.1	1293054.HSACCH_00747	1.12e-215	600.0	COG0371@1|root,COG0371@2|Bacteria,1TQFU@1239|Firmicutes,248KH@186801|Clostridia,3WB2P@53433|Halanaerobiales	186801|Clostridia	C	PFAM Iron-containing alcohol dehydrogenase	-	-	1.1.1.6	ko:K00005	ko00561,ko00640,ko01100,map00561,map00640,map01100	-	R01034,R10715,R10717	RC00029,RC00117,RC00670	ko00000,ko00001,ko01000	-	-	-	Fe-ADH
WP_103078099.1	621372.ACIH01000057_gene1198	1.45e-100	312.0	COG2182@1|root,COG2182@2|Bacteria,1UI3N@1239|Firmicutes,4ITV1@91061|Bacilli,277E3@186822|Paenibacillaceae	91061|Bacilli	G	Bacterial extracellular solute-binding protein	-	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	SBP_bac_1,SBP_bac_8
WP_103078100.1	416591.Tlet_1227	1.08e-148	425.0	COG1175@1|root,COG1175@2|Bacteria	2|Bacteria	P	transmembrane transport	-	-	-	ko:K02025,ko:K05814,ko:K10109,ko:K10118,ko:K15771,ko:K17242,ko:K17245	ko02010,map02010	M00194,M00196,M00198,M00207,M00491,M00600,M00601	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.1,3.A.1.1.16,3.A.1.1.2,3.A.1.1.22,3.A.1.1.28,3.A.1.1.3,3.A.1.1.39,3.A.1.1.40	-	-	BPD_transp_1
WP_103078101.1	416591.Tlet_1228	1.56e-140	403.0	COG0395@1|root,COG0395@2|Bacteria	2|Bacteria	P	glycerophosphodiester transmembrane transport	-	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_103078103.1	403833.Pmob_1108	0.0	1441.0	COG1501@1|root,COG1501@2|Bacteria,2GBZJ@200918|Thermotogae	200918|Thermotogae	G	Belongs to the glycosyl hydrolase 31 family	-	-	3.2.1.177,3.2.1.20	ko:K01187,ko:K01811	ko00052,ko00500,ko01100,map00052,map00500,map01100	-	R00028,R00801,R00802,R06087,R06088	RC00028,RC00049,RC00077	ko00000,ko00001,ko01000	-	GH31	-	DUF5110,Gal_mutarotas_2,Glyco_hydro_31
WP_103078104.1	443254.Marpi_2061	4.46e-245	705.0	COG1331@1|root,COG1331@2|Bacteria,2GCM6@200918|Thermotogae	200918|Thermotogae	O	Highly conserved protein containing a thioredoxin domain	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103078105.1	443254.Marpi_2062	2.53e-198	563.0	28IEE@1|root,2Z8GF@2|Bacteria,2GCBH@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_103078106.1	443254.Marpi_2063	6.6e-108	325.0	COG1609@1|root,COG1609@2|Bacteria,2GCHE@200918|Thermotogae	200918|Thermotogae	K	PFAM Bacterial regulatory proteins, lacI family	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
WP_103078107.1	443254.Marpi_2064	2.24e-202	571.0	COG1653@1|root,COG1653@2|Bacteria,2GCF8@200918|Thermotogae	200918|Thermotogae	G	Extracellular solute-binding protein	-	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	SBP_bac_1,SBP_bac_8
WP_103078108.1	443254.Marpi_2065	5.51e-146	418.0	COG1175@1|root,COG1175@2|Bacteria,2GC75@200918|Thermotogae	200918|Thermotogae	P	PFAM Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_103078109.1	443254.Marpi_2066	9.96e-135	388.0	COG0395@1|root,COG0395@2|Bacteria,2GCE1@200918|Thermotogae	200918|Thermotogae	P	PFAM Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_103078110.1	443254.Marpi_2067	1.73e-191	533.0	COG2152@1|root,COG2152@2|Bacteria,2GCDD@200918|Thermotogae	200918|Thermotogae	G	PFAM glycosidase, PH1107-related	-	-	2.4.1.339,2.4.1.340	ko:K20885	-	-	R11397,R11398	RC00049,RC02748	ko00000,ko01000	-	GH130	-	Glyco_hydro_130
WP_103078111.1	403833.Pmob_1111	2.05e-136	389.0	COG0785@1|root,COG0785@2|Bacteria,2GD2H@200918|Thermotogae	200918|Thermotogae	O	PFAM cytochrome c biogenesis protein, transmembrane region	-	-	-	ko:K06196	-	-	-	-	ko00000,ko02000	5.A.1.2	-	-	DsbD
WP_103078113.1	403833.Pmob_1113	2.29e-236	653.0	COG0013@1|root,COG0013@2|Bacteria,2GEHA@200918|Thermotogae	200918|Thermotogae	J	PFAM Threonyl and Alanyl tRNA synthetase second additional domain	-	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA_SAD
WP_103078115.1	403833.Pmob_1115	5.89e-187	523.0	COG0341@1|root,COG0341@2|Bacteria,2GC2K@200918|Thermotogae	200918|Thermotogae	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secF	-	-	ko:K03074	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD_SecF,Sec_GG
WP_103078116.1	403833.Pmob_1117	2.15e-46	154.0	COG1862@1|root,COG1862@2|Bacteria,2GDAR@200918|Thermotogae	200918|Thermotogae	U	TIGRFAM preprotein translocase, YajC subunit	-	-	-	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	YajC
WP_103078117.1	403833.Pmob_1118	2.34e-140	396.0	COG0850@1|root,COG0850@2|Bacteria,2GDD3@200918|Thermotogae	200918|Thermotogae	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	minC	-	-	ko:K03610	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	MinC_C
WP_103078120.1	403833.Pmob_1121	5.29e-238	654.0	COG1363@1|root,COG1363@2|Bacteria,2GCD5@200918|Thermotogae	200918|Thermotogae	G	peptidase M42 family protein	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M42
WP_103078121.1	403833.Pmob_1122	3.18e-84	248.0	COG1803@1|root,COG1803@2|Bacteria,2GD0D@200918|Thermotogae	200918|Thermotogae	G	methylglyoxal synthase	mgsA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0008150,GO:0008152,GO:0008929,GO:0009058,GO:0009438,GO:0009987,GO:0016829,GO:0016835,GO:0016838,GO:0019242,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0071704,GO:1901576	4.2.3.3	ko:K01734	ko00640,ko01120,map00640,map01120	-	R01016	RC00424	ko00000,ko00001,ko01000	-	-	-	MGS
WP_103078123.1	403833.Pmob_1125	1.07e-134	384.0	COG1174@1|root,COG1174@2|Bacteria,2GCVD@200918|Thermotogae	200918|Thermotogae	U	PFAM Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K05846	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	BPD_transp_1
