#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_014296096.1	443254.Marpi_0583	2.83e-204	565.0	COG0329@1|root,COG0329@2|Bacteria,2GC68@200918|Thermotogae	200918|Thermotogae	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1521	DHDPS
WP_014296097.1	443254.Marpi_0584	6.48e-308	838.0	COG0019@1|root,COG0019@2|Bacteria,2GDXU@200918|Thermotogae	200918|Thermotogae	E	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	-	-	4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
WP_014296098.1	443254.Marpi_0585	6.03e-222	613.0	COG0136@1|root,COG0136@2|Bacteria,2GCEN@200918|Thermotogae	200918|Thermotogae	E	Belongs to the aspartate-semialdehyde dehydrogenase family	-	-	1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1523	Semialdhyde_dh,Semialdhyde_dhC
WP_014296100.1	443254.Marpi_0587	0.0	949.0	COG2199@1|root,COG2199@2|Bacteria,2GE6K@200918|Thermotogae	200918|Thermotogae	T	diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
WP_014296101.1	443254.Marpi_0588	9.9e-264	723.0	COG2768@1|root,COG2768@2|Bacteria,2GC95@200918|Thermotogae	200918|Thermotogae	C	4Fe-4S ferredoxin iron-sulfur binding domain protein	-	-	-	ko:K07138	-	-	-	-	ko00000	-	-	-	DUF362,Fer4
WP_014296102.1	443254.Marpi_0589	6.9e-178	495.0	COG0524@1|root,COG0524@2|Bacteria,2GDD2@200918|Thermotogae	200918|Thermotogae	G	PFAM PfkB domain protein	-	-	-	-	-	-	-	-	-	-	-	-	PfkB
WP_014296104.1	443254.Marpi_0591	0.0	1224.0	COG1132@1|root,COG1132@2|Bacteria,2GBYQ@200918|Thermotogae	2|Bacteria	P	ABC-type multidrug transport system ATPase and permease	-	-	3.6.3.44	ko:K18104	ko01501,ko02010,map01501,map02010	M00700	-	-	ko00000,ko00001,ko00002,ko01000,ko01504,ko02000	3.A.1.117,3.A.1.123	-	-	ABC_membrane,ABC_tran
WP_014296105.1	443254.Marpi_0592	6.33e-227	625.0	COG4586@1|root,COG4586@2|Bacteria,2GDDI@200918|Thermotogae	200918|Thermotogae	S	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_014296107.1	443254.Marpi_0595	1.65e-176	493.0	COG3694@1|root,COG3694@2|Bacteria,2GEC3@200918|Thermotogae	200918|Thermotogae	S	ABC-2 family transporter protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_6
WP_014296108.1	443254.Marpi_0596	6.91e-164	458.0	COG0546@1|root,COG0546@2|Bacteria,2GEHQ@200918|Thermotogae	200918|Thermotogae	S	HAD-hyrolase-like	-	-	-	ko:K07025	-	-	-	-	ko00000	-	-	-	HAD_2
WP_014296109.1	443254.Marpi_0597	5.76e-140	395.0	COG0500@1|root,COG2226@2|Bacteria,2GDDG@200918|Thermotogae	200918|Thermotogae	H	Methyltransferase domain	-	-	2.1.1.163,2.1.1.201	ko:K03183	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_11
WP_014296111.1	443254.Marpi_0599	5.63e-178	496.0	29Z30@1|root,30M0I@2|Bacteria,2GE7A@200918|Thermotogae	200918|Thermotogae	S	Protein of unknown function (DUF3919)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3919
WP_014296113.1	443254.Marpi_0601	1.01e-158	445.0	COG0745@1|root,COG0745@2|Bacteria,2GE0G@200918|Thermotogae	200918|Thermotogae	T	Transcriptional regulatory protein, C terminal	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
WP_014296114.1	443254.Marpi_0602	7.35e-219	603.0	COG3437@1|root,COG3437@2|Bacteria	2|Bacteria	T	response regulator, receiver	rpfG5	-	-	-	-	-	-	-	-	-	-	-	5TM-5TMR_LYT,GGDEF,HAMP,HD,HD_5,PAS,PAS_3,PAS_4,PAS_9,SBP_bac_3,dCache_1
WP_014296115.1	443254.Marpi_0604	1.04e-219	607.0	COG0037@1|root,COG0037@2|Bacteria,2GD3F@200918|Thermotogae	200918|Thermotogae	J	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	6.3.4.19	ko:K04075	-	-	R09597	RC02633,RC02634	ko00000,ko01000,ko03016	-	-	-	ATP_bind_3,TilS_C
WP_014296117.1	443254.Marpi_0606	2.14e-91	268.0	COG5496@1|root,COG5496@2|Bacteria,2GDGM@200918|Thermotogae	200918|Thermotogae	S	Thioesterase	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_014296118.1	443254.Marpi_0607	3.98e-171	478.0	COG0745@1|root,COG0745@2|Bacteria,2GCK6@200918|Thermotogae	200918|Thermotogae	K	PFAM response regulator receiver	-	-	-	ko:K07657	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
WP_014296120.1	443254.Marpi_0609	5.86e-311	848.0	COG0213@1|root,COG0213@2|Bacteria,2GCFG@200918|Thermotogae	200918|Thermotogae	F	Pyrimidine nucleoside phosphorylase	-	-	2.4.2.2	ko:K00756	ko00240,ko01100,map00240,map01100	-	R01570,R01876,R02296,R02484	RC00063	ko00000,ko00001,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3,PYNP_C
WP_014296121.1	443254.Marpi_0610	0.0	1103.0	COG4632@1|root,COG4632@2|Bacteria,2GD0N@200918|Thermotogae	200918|Thermotogae	G	Pfam:DUF2233	-	-	-	-	-	-	-	-	-	-	-	-	NAGPA
WP_014296122.1	443254.Marpi_0611	0.0	1354.0	COG0480@1|root,COG0480@2|Bacteria,2GC0F@200918|Thermotogae	200918|Thermotogae	J	elongation factor G domain IV	-	-	-	ko:K02355	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
WP_014296123.1	443254.Marpi_0612	1.38e-65	199.0	COG0640@1|root,COG0640@2|Bacteria,2GEBB@200918|Thermotogae	200918|Thermotogae	K	regulatory protein, arsR	-	-	-	-	-	-	-	-	-	-	-	-	HTH_5
WP_014296124.1	443254.Marpi_0613	1.27e-109	315.0	COG1863@1|root,COG1863@2|Bacteria,2GD64@200918|Thermotogae	200918|Thermotogae	P	antiporter	-	-	-	ko:K05569	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	MNHE
WP_014296125.1	443254.Marpi_0614	7.21e-47	150.0	COG2212@1|root,COG2212@2|Bacteria,2GDF5@200918|Thermotogae	200918|Thermotogae	P	PFAM multiple resistance and pH regulation protein F	-	-	-	ko:K05570	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	MrpF_PhaF
WP_014296126.1	443254.Marpi_0615	5.98e-72	216.0	COG1320@1|root,COG1320@2|Bacteria,2GDA1@200918|Thermotogae	200918|Thermotogae	P	TIGRFAM monovalent cation proton antiporter, MnhG PhaG subunit	-	-	-	ko:K05571	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	PhaG_MnhG_YufB
WP_014296127.1	443254.Marpi_0616	1.21e-40	135.0	COG1563@1|root,COG1563@2|Bacteria,2GDFP@200918|Thermotogae	200918|Thermotogae	P	Domain of unknown function (DUF4040)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4040
WP_014296128.1	443254.Marpi_0617	6.05e-171	478.0	COG2111@1|root,COG2111@2|Bacteria,2GCRE@200918|Thermotogae	200918|Thermotogae	P	Na H antiporter	-	-	-	ko:K05566	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	MnhB
WP_014296129.1	443254.Marpi_0618	1.52e-65	200.0	COG1006@1|root,COG1006@2|Bacteria,2GDBG@200918|Thermotogae	200918|Thermotogae	P	oxidoreductase, chain 4L	-	-	-	ko:K05567	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	Oxidored_q2
WP_014296130.1	443254.Marpi_0619	3.55e-312	853.0	COG0651@1|root,COG0651@2|Bacteria,2GCRD@200918|Thermotogae	200918|Thermotogae	CP	plastoquinone (Complex I)	-	-	-	ko:K05568	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	Proton_antipo_M
WP_014296131.1	443254.Marpi_0620	0.0	1189.0	COG0651@1|root,COG0651@2|Bacteria,2GBX5@200918|Thermotogae	200918|Thermotogae	C	plastoquinone (Complex I)	-	-	1.6.5.3	ko:K00342	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	iLJ478.TM1212	Proton_antipo_M
WP_014296132.1	443254.Marpi_0621	9.18e-212	585.0	COG0650@1|root,COG0650@2|Bacteria,2GCMJ@200918|Thermotogae	200918|Thermotogae	C	NADH dehydrogenase	-	-	1.6.5.3	ko:K00337	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	NADHdh
WP_014296133.1	443254.Marpi_0622	8.9e-148	415.0	COG0377@1|root,COG0377@2|Bacteria,2GC15@200918|Thermotogae	200918|Thermotogae	C	PFAM NADH ubiquinone oxidoreductase, 20	-	-	1.6.5.3	ko:K00331	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q6
WP_014296134.1	443254.Marpi_0623	6.46e-126	357.0	COG0852@1|root,COG0852@2|Bacteria,2GCY1@200918|Thermotogae	200918|Thermotogae	C	PFAM NADH dehydrogenase (ubiquinone), 30 kDa subunit	-	-	1.6.5.3	ko:K00332	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_30kDa
WP_014296135.1	443254.Marpi_0624	4.47e-280	764.0	COG0649@1|root,COG0649@2|Bacteria,2GC6B@200918|Thermotogae	200918|Thermotogae	C	Belongs to the complex I 49 kDa subunit family	-	-	1.6.5.3	ko:K00333	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_49kDa
WP_014296136.1	443254.Marpi_0625	0.0	1268.0	COG0493@1|root,COG1143@1|root,COG0493@2|Bacteria,COG1143@2|Bacteria,2GC1B@200918|Thermotogae	200918|Thermotogae	C	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4,Fer4_20,Pyr_redox_2
WP_014296137.1	443254.Marpi_0626	0.0	970.0	COG0062@1|root,COG0063@1|root,COG0062@2|Bacteria,COG0063@2|Bacteria,2GCHF@200918|Thermotogae	200918|Thermotogae	H	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	-	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	-	-	-	-	ko00000,ko01000	-	-	-	Carb_kinase,YjeF_N
WP_014296138.1	443254.Marpi_0627	1.79e-247	681.0	COG1508@1|root,COG1508@2|Bacteria,2GDG6@200918|Thermotogae	200918|Thermotogae	K	DNA-directed RNA polymerase specialized sigma subunit	-	-	-	ko:K03092	ko02020,ko05111,map02020,map05111	-	-	-	ko00000,ko00001,ko03021	-	-	-	Sigma54_AID,Sigma54_CBD,Sigma54_DBD
WP_014296139.1	443254.Marpi_0628	1.1e-151	426.0	COG1564@1|root,COG1564@2|Bacteria,2GD9K@200918|Thermotogae	200918|Thermotogae	H	PFAM Thiamin pyrophosphokinase	-	-	2.7.6.2	ko:K00949	ko00730,ko01100,map00730,map01100	-	R00619	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	TPK_B1_binding,TPK_catalytic
WP_014296140.1	443254.Marpi_0629	3.54e-90	265.0	COG1846@1|root,COG1846@2|Bacteria,2GD7T@200918|Thermotogae	200918|Thermotogae	K	Transcriptional regulator, MarR family	-	-	-	-	-	-	-	-	-	-	-	-	MarR
WP_014296141.1	443254.Marpi_0630	6.21e-241	662.0	COG0451@1|root,COG0451@2|Bacteria,2GCBT@200918|Thermotogae	200918|Thermotogae	M	3-beta hydroxysteroid dehydrogenase isomerase	-	-	1.1.1.219	ko:K00091	-	-	-	-	ko00000,ko01000	-	-	-	3Beta_HSD,Epimerase
WP_014296142.1	443254.Marpi_0631	8.04e-164	462.0	COG0840@1|root,COG0840@2|Bacteria,2GCWF@200918|Thermotogae	200918|Thermotogae	NT	chemotaxis	-	-	-	-	-	-	-	-	-	-	-	-	MCPsignal
WP_014296143.1	443254.Marpi_0632	4.89e-192	531.0	COG0426@1|root,COG0426@2|Bacteria,2GCP3@200918|Thermotogae	200918|Thermotogae	C	PFAM beta-lactamase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
WP_014296144.1	443254.Marpi_0633	0.0	1097.0	COG5276@1|root,COG5276@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,He_PIG,LVIVD,Laminin_G_3,Reprolysin_4,TSP_3
WP_014296145.1	443254.Marpi_0634	3.72e-263	723.0	COG2059@1|root,COG2059@2|Bacteria,2GDE3@200918|Thermotogae	200918|Thermotogae	P	PFAM Chromate transporter	-	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
WP_014296146.1	443254.Marpi_0635	6.78e-60	184.0	COG1254@1|root,COG1254@2|Bacteria,2GDJV@200918|Thermotogae	200918|Thermotogae	C	PFAM acylphosphatase	acyP	-	3.6.1.7	ko:K01512	ko00620,ko00627,ko01120,map00620,map00627,map01120	-	R00317,R01421,R01515	RC00043	ko00000,ko00001,ko01000	-	-	-	Acylphosphatase
WP_014296147.1	443254.Marpi_0636	6.71e-307	835.0	COG1524@1|root,COG1524@2|Bacteria,2GCYY@200918|Thermotogae	200918|Thermotogae	S	PFAM type I phosphodiesterase nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	Phosphodiest
WP_014296149.1	443254.Marpi_0639	8.2e-310	864.0	COG5276@1|root,COG5276@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,He_PIG,LVIVD,Laminin_G_3,Reprolysin_4,TSP_3
WP_014296150.1	443254.Marpi_0640	1.49e-127	363.0	COG1595@1|root,COG1595@2|Bacteria,2GD1P@200918|Thermotogae	200918|Thermotogae	K	Belongs to the sigma-70 factor family. ECF subfamily	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
WP_014296152.1	443254.Marpi_0642	1.25e-97	284.0	COG3086@1|root,COG3086@2|Bacteria,2GDNA@200918|Thermotogae	200918|Thermotogae	T	PFAM Positive regulator of sigma(E) RseC MucC	-	-	-	ko:K03803	-	-	-	-	ko00000,ko03021	-	-	-	RseC_MucC
WP_014296153.1	443254.Marpi_0643	7.22e-282	772.0	COG0477@1|root,COG2814@2|Bacteria,2GC8X@200918|Thermotogae	200918|Thermotogae	EGP	PFAM Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_014296154.1	443254.Marpi_0644	0.0	1268.0	COG0556@1|root,COG0556@2|Bacteria,2GCES@200918|Thermotogae	200918|Thermotogae	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
WP_014296155.1	443254.Marpi_0645	0.0	2155.0	COG1520@1|root,COG1520@2|Bacteria	2|Bacteria	S	amino acid activation for nonribosomal peptide biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	CHB_HEX_C_1,CHU_C,HATPase_c,HTH_18,Kelch_1,PQQ_2,PQQ_3,Peptidase_C25,Propeptide_C25,Reg_prop,Response_reg,VCBS,Y_Y_Y
WP_014296156.1	443254.Marpi_0646	5.85e-295	804.0	COG0205@1|root,COG0205@2|Bacteria,2GCHU@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions	pfp	-	2.7.1.11,2.7.1.90	ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130	-	R00756,R00764,R02073,R03236,R04779	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PFK
WP_014296157.1	443254.Marpi_0647	1.08e-270	743.0	COG0306@1|root,COG0306@2|Bacteria,2GCJD@200918|Thermotogae	200918|Thermotogae	P	PFAM phosphate transporter	-	-	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
WP_014296158.1	443254.Marpi_0648	3.82e-156	438.0	COG1392@1|root,COG1392@2|Bacteria,2GD5R@200918|Thermotogae	200918|Thermotogae	P	phosphate transport regulator	-	-	-	ko:K07220	-	-	-	-	ko00000	-	-	-	PhoU_div
WP_014296159.1	443254.Marpi_0649	9.54e-102	296.0	COG0484@1|root,COG0484@2|Bacteria	2|Bacteria	O	heat shock protein binding	-	-	-	ko:K03686,ko:K05516	-	-	-	-	ko00000,ko03029,ko03036,ko03110	-	-	-	DUF1232,DnaJ,DnaJ_C
WP_014296160.1	443254.Marpi_0650	4.49e-129	368.0	COG1266@1|root,COG1266@2|Bacteria	2|Bacteria	V	CAAX protease self-immunity	sagE	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
WP_014296161.1	443254.Marpi_0651	0.0	1030.0	COG0504@1|root,COG0504@2|Bacteria,2GBZ6@200918|Thermotogae	200918|Thermotogae	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
WP_014296162.1	443254.Marpi_0652	8.31e-47	150.0	COG0236@1|root,COG0236@2|Bacteria,2GDEZ@200918|Thermotogae	200918|Thermotogae	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	-	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
WP_014296164.1	443254.Marpi_0654	1.6e-308	840.0	COG0124@1|root,COG0124@2|Bacteria,2GC1N@200918|Thermotogae	200918|Thermotogae	J	PFAM tRNA synthetase, class II (G, H, P and S)	hisS	-	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_His
WP_014296165.1	443254.Marpi_0655	0.0	971.0	COG0168@1|root,COG0168@2|Bacteria,2GCA3@200918|Thermotogae	200918|Thermotogae	P	PFAM Cation	-	-	-	ko:K03498	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkH
WP_014296166.1	443254.Marpi_0656	6.88e-160	448.0	COG0569@1|root,COG0569@2|Bacteria,2GCXD@200918|Thermotogae	200918|Thermotogae	C	PFAM TrkA-N domain	-	-	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	iLJ478.TM1088	TrkA_C,TrkA_N
WP_014296167.1	443254.Marpi_0657	1.49e-97	283.0	COG0569@1|root,COG0569@2|Bacteria,2GDHU@200918|Thermotogae	200918|Thermotogae	C	PFAM TrkA-N domain	-	-	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkA_N
WP_014296168.1	443254.Marpi_0658	5.23e-160	448.0	COG2204@1|root,COG2204@2|Bacteria	2|Bacteria	T	phosphorelay signal transduction system	-	-	-	ko:K21025	ko02025,map02025	-	-	-	ko00000,ko00001	-	-	-	EAL,GAF_2,GGDEF,HATPase_c,HTH_17,HTH_18,HisKA,PAS,PAS_4,PAS_8,PAS_9,Reg_prop,Response_reg,Y_Y_Y
WP_014296169.1	443254.Marpi_0659	0.0	868.0	COG1220@1|root,COG1220@2|Bacteria,2GC0S@200918|Thermotogae	200918|Thermotogae	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	-	-	ko:K03667	-	-	-	-	ko00000,ko03110	-	-	-	AAA_2,ClpB_D2-small
WP_014296170.1	443254.Marpi_0660	0.0	1887.0	COG1596@1|root,COG1596@2|Bacteria,2GCU6@200918|Thermotogae	200918|Thermotogae	M	polysaccharide export protein	-	-	-	ko:K01991	ko02026,map02026	-	-	-	ko00000,ko00001,ko02000	1.B.18	-	-	Poly_export,SLBB
WP_014296172.1	443254.Marpi_0662	0.0	1151.0	2EC1U@1|root,3360Z@2|Bacteria,2GDK5@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_014296173.1	443254.Marpi_0663	1.03e-133	379.0	COG0344@1|root,COG0344@2|Bacteria,2GD5N@200918|Thermotogae	200918|Thermotogae	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
WP_014296174.1	443254.Marpi_0664	0.0	869.0	COG1160@1|root,COG1160@2|Bacteria,2GCGQ@200918|Thermotogae	200918|Thermotogae	S	GTPase that plays an essential role in the late steps of ribosome biogenesis	der	-	-	ko:K03977	-	-	-	-	ko00000,ko03009	-	-	-	KH_dom-like,MMR_HSR1
WP_014296175.1	443254.Marpi_0665	0.0	997.0	COG0539@1|root,COG0539@2|Bacteria,2GC2X@200918|Thermotogae	200918|Thermotogae	J	PFAM RNA binding S1 domain protein	-	-	1.17.7.4	ko:K02945,ko:K03527	ko00900,ko01100,ko01110,ko01130,ko03010,map00900,map01100,map01110,map01130,map03010	M00096,M00178	R05884,R08210	RC01137,RC01487	br01610,ko00000,ko00001,ko00002,ko01000,ko03011	-	-	-	LYTB,S1
WP_014296176.1	443254.Marpi_0666	2E-205	568.0	COG0761@1|root,COG0761@2|Bacteria,2GCX9@200918|Thermotogae	200918|Thermotogae	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	-	1.17.7.4	ko:K03527	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05884,R08210	RC01137,RC01487	ko00000,ko00001,ko00002,ko01000	-	-	-	LYTB
WP_014296177.1	443254.Marpi_0667	3.81e-150	423.0	COG0283@1|root,COG0283@2|Bacteria,2GCWC@200918|Thermotogae	200918|Thermotogae	F	Belongs to the cytidylate kinase family. Type 1 subfamily	cmk	GO:0003674,GO:0003824,GO:0004127,GO:0004592,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006573,GO:0006575,GO:0006725,GO:0006732,GO:0006753,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009117,GO:0009123,GO:0009165,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0034654,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.7.4.25	ko:K00945	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Cytidylate_kin
